Location,Date,Morning Forecast,Afternoon Forecast,Night Forecast,Summary Forecast,Summary When,Min Temperature (°C),Max Temperature (°C),Energy Output
Gopeng,2024-07-05,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Gopeng,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Gopeng,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Gopeng,2024-07-02,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Besut,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Besut,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Besut,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Besut,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Besut,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,34,37.0
Besut,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Besut,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Jerteh,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Jerteh,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Jerteh,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Jerteh,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Jerteh,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,34,37.0
Jerteh,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Jerteh,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Bagan Datuk,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Bagan Datuk,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,33,36.5
Kampar,2024-07-08,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Kampar,2024-07-07,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Kampar,2024-07-06,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Kampar,2024-07-05,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Kampar,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Kampar,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Kampar,2024-07-02,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Teluk Intan,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Teluk Intan,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Teluk Intan,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Teluk Intan,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Teluk Intan,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Teluk Intan,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,34,37.0
Teluk Intan,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Tapah,2024-07-08,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Tapah,2024-07-07,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Tapah,2024-07-06,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Tapah,2024-07-05,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Tapah,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tapah,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Tapah,2024-07-02,Tiada hujan,Hujan,Tiada hujan,Hujan,Petang,24,33,36.5
Gua Musang,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Gua Musang,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Gua Musang,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Gua Musang,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Gua Musang,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Gua Musang,2024-07-03,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,34,77.0
Gua Musang,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,34,37.0
Sabak Bernam,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Sabak Bernam,2024-07-07,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,33,76.5
Sabak Bernam,2024-07-06,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Sabak Bernam,2024-07-05,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Sabak Bernam,2024-07-04,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Sabak Bernam,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,33,76.5
Sabak Bernam,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Bandar Permaisuri,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Bandar Permaisuri,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Bandar Permaisuri,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Bandar Permaisuri,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Bandar Permaisuri,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bandar Permaisuri,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bandar Permaisuri,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Setiu,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Setiu,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Setiu,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Setiu,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Setiu,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setiu,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setiu,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Slim River,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Slim River,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Kuala Nerus,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Nerus,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Nerus,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Nerus,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Nerus,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Nerus,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Nerus,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Kuala Terengganu,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Terengganu,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Terengganu,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Terengganu,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Kuala Terengganu,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Terengganu,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Terengganu,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Kuala Lipis,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Lipis,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Lipis,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lipis,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lipis,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Lipis,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Lipis,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Selangor,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Kuala Selangor,2024-07-07,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,33,76.5
Kuala Selangor,2024-07-06,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Kuala Selangor,2024-07-05,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Kuala Selangor,2024-07-04,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,33,76.5
Kuala Selangor,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,33,76.5
Kuala Selangor,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Raub,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Raub,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Raub,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Raub,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Raub,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Raub,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Raub,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Kubu Bharu,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Kuala Kubu Bharu,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Kuala Kubu Bharu,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Kuala Kubu Bharu,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Kuala Kubu Bharu,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Kuala Kubu Bharu,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,33,36.5
Kuala Kubu Bharu,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,36.5
Rawang,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Rawang,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Rawang,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Rawang,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Rawang,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Rawang,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Rawang,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Selayang,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Selayang,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pelabuhan Klang,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pelabuhan Klang,2024-07-07,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Pelabuhan Klang,2024-07-06,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,34,77.0
Pelabuhan Klang,2024-07-05,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Pelabuhan Klang,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Pelabuhan Klang,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Pelabuhan Klang,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kepong,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kepong,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jerantut,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Jerantut,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Jerantut,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Jerantut,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Jerantut,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Jerantut,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Jerantut,2024-07-02,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,47.0
Batu Caves,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Batu Caves,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Batu Caves,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Batu Caves,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Batu Caves,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Batu Caves,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Batu Caves,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Shah Alam,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Shah Alam,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Shah Alam,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Shah Alam,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Shah Alam,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Shah Alam,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Shah Alam,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Sentul,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Sentul,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bentong,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bentong,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bentong,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bentong,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Bentong,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Bentong,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bentong,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Jalan Duta,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Jalan Duta,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Damansara,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Damansara,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Damansara,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Damansara,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Damansara,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Damansara,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Damansara,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Setapak,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Setapak,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Petaling Jaya,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Petaling Jaya,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Petaling Jaya,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Petaling Jaya,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Petaling Jaya,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Petaling Jaya,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Petaling Jaya,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Subang Jaya,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Subang Jaya,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Subang Jaya,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Subang Jaya,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Subang Jaya,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Subang Jaya,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Subang Jaya,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bangsar,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Bangsar,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kuala Lumpur,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kuala Lumpur,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bukit Bintang,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bukit Bintang,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bukit Bintang,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Bukit Bintang,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
